ID_Cliente;Nome_Completo;Idade;Sexo;CPF;Estado;Cidade;Região;Tempo_de_Casa;Perfil_Investidor;Patrimonio_Total;Renda_Fixa;Acoes;FIIs;Cripto;ETFs;Tesouro;Valor_Pago_Corretora;Data_Cadastro;Ultimo_Acesso_Plataforma;Ativo
12348;Eduarda Gonçalves;28;;22.8.778.167-61;SP;Cardoso;Sudeste;0.2;Moderado;207284.66;0.29;0.26;0.3;0.09;0.15;0.08;1483.01;2011-04-10;2021-04-01;Atv
12349;Yuri Vieira;26;Outro;68.7.160.801-06;MG;Porto do Oeste;Sudeste;0.5;Moderado;638333.69;0.21;0.15;0.12;0.09;0.1;0.07;4907.83;2020-05-13;2027-12-31;Sim
12350;Mariane Silveira;33;F;78.5.580.782-97;SP;Rezende Alegre;Sudeste;6.4;Conservador;191777.85;0.13;0.08;0.18;0.06;0.05;0.16;1303.04;2015-05-03;2015-12-03;Não
12351;Maria Vitória Ribeiro;25;;28.8.900.375-20;MG;Carvalho;Sudeste;5.7;Conservador;71372.78;0.37;0.24;0.12;0.05;0.06;0.11;403.09;2022-04-16;2024-12-08;Não
12352;Dra. Sabrina Gomes;28;;00.5.999.348-08;RS;Cunha;Sul;7.4;Moderado;239128.21;0.26;0.0;0.27;0.05;0.07;0.14;2330.77;2016-03-31;2022-04-23;N
12353;Luna Barbosa;48;N;23.6.881.918-54;DF;Moura do Amparo;Centro-Oeste;8.7;Conservador;76566.68;0.04;0.34;0.17;0.04;0.15;0.35;392.83;2021-11-22;2025-09-16;S
12354;Bruna Azevedo;26;;90.9.715.831-10;MG;Martins;Sudeste;12.4;Arrojado;3992804.36;0.22;0.4;0.4;0.38;0.24;0.02;8680.27;2018-05-20;2020-02-26;Atv
12355;Kaique Vieira;49;Outro;67.0.829.751-55;RJ;Vieira;Sudeste;9.0;Conservador;142980.96;0.51;0.38;0.14;0.09;0.05;0.28;596.12;2022-06-17;2023-06-13;Sim
12356;Emanuelly das Neves;37;N;71.6.133.567-14;SP;Farias da Prata;Sudeste;4.2;Arrojado;1015327.64;0.12;0.54;0.09;0.27;0.35;0.13;8405.37;2020-06-10;2022-02-03;Atv
12357;Calebe Viana;58;;92.2.278.507-01;PA;Rodrigues de Oliveira;Norte;1.0;Arrojado;7695606.1;0.12;0.49;0.31;0.36;0.11;0.0;29276.37;2013-08-21;2017-05-27;S
12358;Srta. Bruna Fogaça;22;N;57.3.506.998-59;RJ;Cardoso de Minas;Sudeste;2.0;Arrojado;1244277.14;0.16;0.04;0.39;0.26;0.13;0.02;9683.49;2018-04-29;2018-10-27;N
12359;Pedro Lucas Almeida;73;Outro;45.1.341.514-23;DF;da Costa;Centro-Oeste;12.9;Conservador;29578.82;0.25;0.29;0.03;0.06;0.1;0.04;67.65;2016-12-08;2023-12-04;S
12360;Rebeca Caldeira;64;N;34.7.033.884-13;AL;da Mota de Nogueira;Nordeste;14.3;Arrojado;4346065.01;0.29;0.08;0.13;0.17;0.19;0.1;26988.04;2022-08-04;2030-08-01;
12361;Benjamin Oliveira;76;;08.2.407.307-01;MG;Sales;Sudeste;13.0;Arrojado;9594013.71;0.1;0.08;0.01;0.4;0.28;0.09;68910.16;2017-06-12;2029-10-04;S
12362;Guilherme Ramos;36;Outro;95.5.219.954-98;SP;Pereira;Sudeste;3.2;Conservador;119502.51;0.14;0.09;0.34;0.09;0.13;0.48;407.53;2012-10-06;2018-08-26;
12363;João Guilherme Alves;50;;75.8.253.561-85;RJ;Campos de Pinto;Sudeste;13.1;Arrojado;3303717.97;0.03;0.03;0.13;0.12;0.05;0.16;24774.1;2018-08-24;2022-12-26;Atv
12364;Nicolas da Costa;65;N;44.8.434.063-17;SP;Cunha das Pedras;Sudeste;12.4;Conservador;132212.62;0.16;0.06;0.02;0.06;0.01;0.45;510.09;2013-02-08;2022-01-10;S
12365;Dr. Isaac Pires;25;F;57.7.547.057-53;GO;Pires das Pedras;Centro-Oeste;10.6;Conservador;134248.28;0.62;0.04;0.21;0.01;0.08;0.03;590.3;2022-02-21;2020-02-03;Sim
12366;Ana Vitória Correia;69;;28.1.229.151-67;SP;Almeida;Sudeste;8.6;Conservador;124942.81;0.36;0.35;0.02;0.03;0.17;0.01;588.0;2021-12-11;2034-05-07;S
12367;Dr. Igor Lopes;19;;96.9.996.905-96;SP;Farias do Norte;Sudeste;5.9;Conservador;27365.45;0.05;0.17;0.01;0.04;0.02;0.36;208.13;2011-04-04;2023-03-27;Não
12368;Eloah Aragão;18;M;85.9.954.627-92;SP;Freitas de da Paz;Sudeste;9.6;Arrojado;3033809.9;0.29;0.05;0.32;0.23;0.14;0.08;12383.12;2023-05-23;2035-02-04;Não
12369;Cecília Souza;29;Outro;76.5.954.533-71;SP;da Cruz de Porto;Sudeste;8.6;Moderado;813619.51;0.01;0.11;0.16;0.01;0.02;0.14;2062.29;2021-04-22;2028-11-22;N
12370;Lucas Moreira;53;;11.8.121.391-60;SP;Dias;Sudeste;12.9;Arrojado;1019084.87;0.24;0.26;0.28;0.03;0.08;0.02;9752.29;2025-03-27;2031-10-26;Sim
12371;Milena da Luz;50;M;27.3.716.376-58;SP;da Cunha do Oeste;Sudeste;5.1;Conservador;134128.41;0.48;0.04;0.18;0.02;0.19;0.11;577.17;2016-08-17;2020-02-17;Não
12372;Fernando Vieira;31;M;98.0.709.208-66;DF;Farias;Centro-Oeste;12.2;Moderado;580400.77;0.0;0.38;0.34;0.1;0.05;0.02;3407.1;2020-02-21;2027-04-12;N
12373;Marcelo Alves;51;;39.5.109.692-65;MG;Ribeiro;Sudeste;8.9;Moderado;211015.16;0.28;0.02;0.04;0.07;0.01;0.13;696.43;2022-05-07;2031-05-06;Atv
12374;João Vitor da Paz;72;;14.4.036.081-24;SP;Souza de Cardoso;Sudeste;0.9;Conservador;30532.48;0.07;0.21;0.29;0.06;0.01;0.03;266.79;2011-09-14;2011-07-16;N
12375;Marcelo Pinto;38;F;00.0.362.554-08;SP;Viana;Sudeste;8.8;Arrojado;3645493.99;0.24;0.38;0.07;0.11;0.04;0.16;17521.06;2022-05-14;2021-01-08;N
12376;Nina Mendes;74;M;09.1.571.016-12;SC;da Mota Paulista;Sul;6.6;Moderado;716404.1;0.11;0.38;0.18;0.01;0.11;0.07;6665.44;2014-03-24;2024-11-22;S
12377;Dr. Ryan Cardoso;37;Outro;01.5.331.578-47;SP;Gomes;Sudeste;4.2;Arrojado;6456661.38;0.1;0.02;0.38;0.12;0.12;0.07;27862.7;2021-04-24;2029-07-25;N
12378;Vitor Hugo Santos;45;Outro;22.0.189.642-91;RJ;Caldeira da Praia;Sudeste;9.4;Arrojado;6730960.23;0.16;0.4;0.37;0.18;0.1;0.05;21483.44;2011-08-01;2019-03-28;Não
12379;Letícia Almeida;52;M;91.7.446.356-09;SP;Carvalho Verde;Sudeste;9.0;Moderado;391957.93;0.16;0.29;0.16;0.07;0.09;0.15;3628.66;2020-01-16;2031-12-17;Atv
12380;Marcos Vinicius Rezende;35;Outro;33.8.329.779-96;SP;Costela;Sudeste;8.1;Conservador;183043.22;0.04;0.19;0.4;0.0;0.01;0.45;1404.1;2014-01-06;2024-09-02;N
12381;Srta. Giovanna Cavalcanti;75;M;92.0.036.253-21;SP;Barros das Pedras;Sudeste;5.3;Arrrojado;4228860.66;0.03;0.54;0.24;0.12;0.14;0.11;18713.84;2014-08-09;2017-09-04;S
12382;Felipe Lima;76;M;23.5.778.707-45;PR;Araújo da Praia;Sul;14.8;Arrojado;1747430.75;0.07;0.18;0.17;0.03;0.14;0.09;9980.95;2013-01-10;2023-09-24;N
12383;Dra. Maria Fernanda Farias;62;Outro;44.5.040.466-10;RJ;Farias;Sudeste;7.0;Conservador;175413.2;0.13;0.31;0.04;0.02;0.04;0.22;1530.63;2025-04-02;2025-04-04;Sim
12384;Levi Silveira;72;N;66.1.833.916-20;SP;da Rocha de Dias;Sudeste;10.4;Moderado;802197.6;0.3;0.13;0.29;0.02;0.17;0.07;6410.55;2013-12-25;2023-06-26;Não
12385;Dra. Ana Carolina Martins;77;N;32.2.747.878-16;SP;Souza;Sudeste;2.8;Arrojado;6309043.0;0.03;0.09;0.15;0.19;0.22;0.18;40241.32;2016-03-11;2020-03-24;
12386;Sra. Maria Fernanda Santos;54;M;05.3.790.474-32;RO;Gomes;Norte;10.0;Conservador;86800.22;0.14;0.17;0.32;0.09;0.14;0.29;601.63;2020-11-19;2024-01-24;Não
12387;Alana Martins;40;M;13.1.840.300-67;RJ;Campos da Praia;Sudeste;9.5;Arrojado;9818669.37;0.16;0.14;0.13;0.13;0.39;0.03;69861.94;2019-06-11;2023-04-29;
12388;Luiza Freitas;28;;00.1.077.077-13;MT;Jesus Grande;Centro-Oeste;14.7;Conservador;52517.95;0.04;0.32;0.35;0.08;0.11;0.18;193.61;2016-06-17;2025-12-28;S
12389;Lucas Gabriel da Paz;38;N;13.8.341.025-98;SP;Azevedo;Sudeste;13.6;Moderado;716936.3;0.05;0.09;0.21;0.02;0.02;0.12;6810.94;2025-01-09;2038-08-09;N
12390;João Vitor Gonçalves;23;Outro;38.3.380.131-02;PI;Azevedo de Freitas;Nordeste;12.9;Conservador;162104.94;0.63;0.38;0.27;0.05;0.06;0.21;861.84;2017-09-13;2020-03-09;Não
12391;Luana Caldeira;62;Outro;52.9.090.846-39;SP;Cunha do Galho;Sudeste;2.5;Conservador;39349.34;0.48;0.39;0.28;0.02;0.19;0.19;267.12;2024-04-30;2025-01-16;S
12392;Gabriel Viana;46;;77.1.638.796-01;RS;da Conceição;cntro-oeste;13.7;Arrojado;9926586.27;0.14;0.37;0.21;0.31;0.19;0.15;63564.27;2021-04-16;2030-04-27;Sim
12393;Pedro Lucas Fogaça;42;;23.0.758.843-40;SP;Pereira de da Rosa;Sudeste;3.3;Moderado;828354.11;0.26;0.35;0.34;0.01;0.02;0.15;1990.9;2021-03-12;2018-07-10;Atv
12394;Mirella Ramos;54;;91.6.679.326-24;AL;Duarte de Silva;sudets;5.7;Arrojado;8798292.94;0.24;0.15;0.16;0.21;0.24;0.11;33542.99;2013-12-19;2017-03-31;N
12395;Yago Porto;78;F;78.0.739.424-29;SP;Correia;cntro-oeste;8.9;Moderado;336423.39;0.29;0.37;0.14;0.0;0.09;0.09;2998.09;2010-12-17;2009-02-05;
12396;Eduardo Ramos;50;M;63.0.780.207-38;ES;Alves Paulista;Sudeste;11.9;Moderado;877939.21;0.02;0.32;0.33;0.04;0.09;0.1;3814.32;2014-10-14;2021-05-25;Atv
12397;Nicolas Castro;56;Outro;13.9.721.880-05;PR;Rezende de Aragão;Sul;13.2;Conservador;123059.96;0.7;0.07;0.36;0.1;0.13;0.3;926.16;2020-09-17;2026-11-07;Sim
12398;Dr. Nathan Porto;19;;29.1.148.839-37;ES;Castro;Sudeste;4.1;Arrojado;4894473.99;0.15;0.39;0.37;0.36;0.11;0.15;38065.51;2024-01-04;2036-05-05;Atv
12399;Ana Beatriz da Luz;57;M;65.5.760.748-07;SP;Campos de Dias;Sudeste;6.2;Arrojado;3042925.21;0.22;0.12;0.37;0.14;0.04;0.09;8563.8;2010-12-27;2020-12-23;Sim
12400;Diego Lopes;34;F;06.1.266.151-23;MG;Rodrigues do Galho;Sudeste;11.7;Moderado;366176.08;0.23;0.25;0.35;0.08;0.18;0.07;1150.68;2017-10-27;2023-09-16;
12401;Miguel Alves;23;N;06.3.605.786-03;AM;da Costa;Norte;12.3;Moderado;647884.01;0.16;0.09;0.12;0.08;0.16;0.18;5406.23;2015-06-11;2028-09-12;Sim
12402;Breno Correia;59;N;47.5.154.042-48;RJ;Santos;Sudeste;3.3;Conservador;142619.41;0.29;0.4;0.14;0.06;0.02;0.13;1418.23;2012-10-27;2014-07-24;Não
12403;Mariana Campos;64;;19.1.823.593-77;SP;Pinto do Sul;Sudeste;5.6;Moderado;272307.39;0.06;0.1;0.06;0.01;0.14;0.05;1694.73;2019-04-14;2029-12-13;Sim
12404;Alana Lima;27;M;27.4.745.169-00;RJ;Martins;Sudeste;5.9;Moderado;713348.39;0.06;0.06;0.35;0.02;0.05;0.06;2693.18;2025-08-15;2036-08-01;Sim
12405;Vitor Fernandes;48;Outro;47.0.937.648-43;SP;Oliveira;Sudeste;7.3;Arrojado;3692090.34;0.09;0.32;0.02;0.12;0.02;0.05;36168.29;2019-01-28;2024-03-26;N
12406;Dr. João Felipe da Rocha;20;F;88.7.704.958-82;SP;Silva de Minas;Sudeste;15.0;Arrrojado;2620690.41;0.14;0.15;0.1;0.33;0.32;0.07;23190.57;2020-02-14;2028-08-10;Atv
12407;João Felipe da Paz;46;Outro;95.3.780.288-41;AL;Alves da Praia;Nordeste;10.1;Moderado;513370.26;0.26;0.26;0.33;0.05;0.13;0.14;2177.79;2021-04-15;2023-04-25;Sim
12408;Luiz Felipe Gomes;64;M;10.3.986.064-80;SP;da Rosa;Sudeste;7.1;Conservador;21871.49;0.37;0.26;0.11;0.04;0.16;0.17;142.05;2014-06-01;2015-07-30;Não
12409;Maria Cecília Campos;52;;06.5.564.452-07;SP;Ribeiro;Sudeste;5.2;Conservador;26434.21;0.06;0.3;0.33;0.06;0.03;0.23;113.62;2011-05-07;2018-02-24;Não
12410;Maria Luiza Dias;25;Outro;30.2.450.669-18;SC;Moraes das Flores;Sul;1.1;Moderado;461399.21;0.26;0.36;0.35;0.06;0.07;0.08;4374.31;2022-12-22;2023-12-20;Não
12411;Enzo Gabriel Araújo;54;M;11.4.447.122-25;SP;da Cunha de Nogueira;Sudeste;10.2;Moderado;433739.69;0.18;0.27;0.35;0.04;0.13;0.14;2468.96;2016-09-21;2027-07-06;Atv
12412;Rafael Martins;58;;77.6.001.158-08;SP;das Neves;Sudeste;7.2;Moderado;457096.96;0.29;0.08;0.11;0.06;0.06;0.1;4221.2;2018-05-17;2028-03-18;S
12413;Ana Lopes;78;F;45.4.110.779-15;SP;Pires;cntro-oeste;0.7;Arrojado;1935983.58;0.19;0.02;0.08;0.38;0.25;0.13;8723.54;2021-02-05;2021-01-03;
12414;Alice da Mata;73;Outro;07.3.829.438-10;SP;Castro de Lopes;Sudeste;4.7;Arrojado;9499856.6;0.09;0.49;0.06;0.15;0.14;0.04;44755.74;2025-06-17;2023-03-04;Atv
12415;Levi Duarte;42;Outro;03.4.478.246-89;SP;da Cruz de Cunha;Sudeste;9.3;Arrojado;4938665.35;0.0;0.35;0.11;0.02;0.32;0.01;42825.32;2013-10-20;2022-05-21;S
12416;Vitor Hugo Souza;61;Outro;80.5.354.345-61;SP;Correia dos Dourados;Sudeste;0.6;Moderado;699370.88;0.15;0.15;0.28;0.08;0.16;0.17;5817.22;2017-09-04;2022-03-31;S
12417;Maria Eduarda Campos;20;;48.5.679.528-75;MG;Vieira;Sudeste;9.3;Moderado;974000.31;0.03;0.28;0.3;0.04;0.2;0.02;6014.78;2012-07-06;2017-07-23;Atv
12418;Joaquim Souza;80;;85.6.850.515-57;RJ;Sales;Sudeste;2.4;Arrojado;4902576.19;0.12;0.5;0.3;0.18;0.3;0.15;14680.02;2024-10-30;2027-06-23;
12419;Antônio Moraes;53;Outro;42.2.026.392-68;RJ;Jesus;Sudeste;1.0;Conservador;154343.97;0.38;0.39;0.09;0.01;0.1;0.34;1067.31;2019-04-06;2026-12-24;Atv
12420;Sr. Diogo Lopes;23;M;18.5.203.483-19;PR;Teixeira de da Rosa;Sul;2.5;Conservador;135852.74;0.72;0.45;0.19;0.0;0.19;0.42;972.72;2021-08-04;2025-12-03;
12421;Davi Cardoso;31;N;27.1.113.630-27;MG;da Paz;Sudeste;5.1;Moderado;996996.79;0.1;0.19;0.21;0.08;0.1;0.07;3482.07;2016-11-14;2021-01-13;S
12422;Stephany Mendes;21;F;80.3.820.158-27;MA;Novaes de Carvalho;Nordeste;6.1;Arrojado;3973233.27;0.14;0.17;0.03;0.15;0.3;0.04;36222.99;2025-08-16;2027-02-20;
12423;Gustavo Aragão;59;M;56.3.544.850-03;SP;Melo;Sudeste;14.7;Arrojado;1492144.46;0.1;0.42;0.23;0.04;0.14;0.18;3659.35;2015-11-29;2019-07-16;Não
12424;Maria Fernanda Rodrigues;31;N;41.8.347.298-90;SP;das Neves de Minas;Sudeste;2.2;Moderado;536332.06;0.03;0.22;0.24;0.09;0.18;0.04;2141.44;2018-06-05;2028-10-24;Sim
12425;Sr. Davi Lucca Rodrigues;50;;03.4.664.187-04;SP;Correia;cntro-oeste;9.8;Moderado;442088.19;0.03;0.15;0.09;0.08;0.0;0.14;3196.85;2025-08-21;2029-12-21;N
12426;Letícia Lima;61;Outro;45.0.793.043-08;SP;Monteiro Alegre;Sudeste;7.1;Conservador;25952.13;0.61;0.2;0.29;0.0;0.13;0.32;197.41;2010-11-10;2014-08-23;
12427;Isadora Duarte;43;Outro;72.3.996.204-02;RJ;da Luz;Sudeste;6.6;Arrojado;6822820.41;0.28;0.11;0.27;0.05;0.12;0.04;32203.69;2011-04-30;2018-11-24;Atv
12428;Antônio Pereira;29;F;01.2.087.146-78;PE;Monteiro da Serra;Nordeste;1.2;Arrojado;1470305.2;0.29;0.31;0.07;0.2;0.08;0.05;7802.36;2021-10-08;2026-02-15;S
12429;Benjamin Jesus;48;F;84.4.313.648-03;SC;Aragão;Sul;13.5;Moderado;744154.78;0.1;0.36;0.37;0.1;0.15;0.16;5527.7;2013-11-06;2015-06-01;Não
12430;Davi Lucca da Conceição;45;Outro;62.3.681.184-97;SP;Rezende do Sul;Sudeste;7.3;Arrojado;5650595.78;0.22;0.53;0.13;0.17;0.39;0.03;31406.8;2021-07-22;2030-01-06;S
12431;Luiz Henrique Gonçalves;27;F;28.2.433.196-89;MG;Barros de Minas;Sudeste;2.1;Conservador;62278.63;0.09;0.34;0.24;0.04;0.19;0.25;571.26;2015-02-02;2025-07-16;Não
12432;Luana Cunha;33;N;03.3.206.980-01;RS;Mendes do Sul;Sul;8.3;Moderado;982419.2;0.09;0.07;0.26;0.07;0.11;0.02;2318.25;2014-01-23;2017-06-24;N
12433;Eduarda da Conceição;20;;34.8.725.756-44;RJ;Aragão;cntro-oeste;5.2;Moderado;689136.2;0.23;0.24;0.38;0.01;0.15;0.08;4826.3;2020-03-05;2028-01-30;Não
12434;Dr. Igor da Conceição;50;M;80.4.808.820-70;SP;das Neves;cntro-oeste;12.3;Arrojado;1547595.66;0.21;0.15;0.36;0.26;0.03;0.03;13952.65;2019-08-15;2028-10-31;Sim
12435;Maria Jesus;66;M;84.3.906.340-70;SP;Nascimento da Mata;Sudeste;13.7;Arrojado;9617320.06;0.25;0.05;0.33;0.26;0.0;0.05;35382.45;2013-05-12;2025-03-08;Não
12436;Anthony Costela;23;Outro;66.8.966.452-02;RJ;Cunha;Sudeste;3.0;Moderado;961990.31;0.01;0.3;0.26;0.0;0.11;0.0;7345.82;2014-05-18;2021-06-08;
12437;Luiza Pinto;74;;44.2.368.423-35;SP;Silveira do Oeste;Sudeste;1.7;Moderado;399090.72;0.21;0.07;0.11;0.07;0.16;0.12;1070.87;2011-02-05;2012-09-27;Não
12438;Dr. Carlos Eduardo Ribeiro;52;;38.4.812.067-41;MG;Cunha do Sul;Sudeste;1.7;Conservador;151846.27;0.1;0.19;0.24;0.06;0.12;0.37;902.43;2021-05-12;2023-09-04;Não
12439;Dra. Camila Ramos;70;M;83.8.700.112-03;SP;da Mota de Fernandes;Sudeste;0.4;Moderado;681206.7;0.05;0.09;0.01;0.0;0.05;0.09;3769.54;2019-07-02;2023-12-11;S
12440;Davi Fernandes;18;;33.8.954.040-71;SP;Sales;sudets;13.6;Moderado;509333.82;0.06;0.09;0.1;0.05;0.1;0.01;2927.88;2020-02-07;2020-05-26;Não
12441;João Santos;72;Outro;12.8.815.121-78;SP;Costa;sudets;4.8;Arrojado;2300221.8;0.25;0.33;0.3;0.29;0.18;0.16;17812.14;2015-02-24;2022-12-31;Sim
12442;Sr. Caio Rezende;44;N;88.9.842.670-40;RJ;Monteiro de Freitas;Sudeste;9.9;Arrojado;5357672.61;0.29;0.11;0.02;0.25;0.38;0.05;25572.08;2018-04-01;2026-09-11;Sim
12443;Sr. Enzo Gabriel Cardoso;20;Outro;05.4.606.387-04;MT;Silva do Campo;cntro-oeste;14.3;Moderado;681929.18;0.01;0.29;0.01;0.01;0.04;0.01;4497.18;2018-04-27;2031-09-10;Não
12444;Caroline Pereira;26;F;04.2.672.948-01;RJ;Lima do Sul;Sudeste;14.2;Arrojado;5601673.8;0.04;0.33;0.09;0.19;0.21;0.12;14482.27;2016-09-21;2015-02-16;
12445;Sarah Peixoto;55;F;00.1.431.113-53;DF;Correia;sudets;6.3;Arrojado;8159112.2;0.07;0.37;0.29;0.16;0.07;0.17;64926.07;2022-01-10;2026-12-16;
12446;Anthony da Rocha;40;Outro;80.9.572.291-00;MG;Souza;Sudeste;12.4;Moderado;534151.93;0.24;0.07;0.09;0.06;0.16;0.18;5181.29;2013-08-17;2024-02-18;N
12447;Samuel Ramos;30;;91.9.338.360-67;SP;Lima;Sudeste;12.3;Conservador;36064.55;0.67;0.34;0.33;0.0;0.03;0.25;75.65;2021-09-17;2033-04-30;Não
12448;Heloísa Melo;51;;69.7.161.767-32;PA;Gomes do Norte;Norte;14.6;Moderado;947901.02;0.05;0.39;0.17;0.07;0.06;0.05;3480.62;2018-03-06;2020-04-14;S
12449;Maria Eduarda Santos;38;N;02.5.317.773-18;RS;Alves do Oeste;Sul;5.9;Conservador;16627.01;0.38;0.17;0.08;0.0;0.03;0.23;155.71;2020-02-22;2018-08-28;Sim
12450;Bruna Campos;67;;39.6.144.815-95;RJ;Araújo;Sudeste;6.2;Arrojado;2291271.5;0.02;0.38;0.2;0.3;0.35;0.03;18246.9;2024-04-17;2036-04-03;N
12451;Matheus Aragão;51;;78.5.409.948-01;SP;Costela Verde;Sudeste;12.2;Conservador;57441.75;0.43;0.26;0.26;0.01;0.08;0.17;573.12;2015-11-11;2024-02-14;Não
12452;Alexia Gomes;28;F;61.7.325.978-80;AM;da Cruz do Norte;Norte;10.7;Conservador;179136.29;0.37;0.04;0.16;0.08;0.13;0.16;790.64;2023-09-28;2033-03-28;Atv
12453;Luna Dias;29;M;36.5.042.179-80;SP;das Neves Grande;Sudeste;0.2;Conservador;74312.18;0.1;0.19;0.4;0.08;0.07;0.24;463.41;2024-06-15;2029-12-22;
12454;João Guilherme Novaes;27;M;72.4.405.926-41;SP;Gonçalves;Sudeste;2.2;Conservador;3483.68;0.37;0.21;0.19;0.09;0.15;0.43;11.2;2013-06-30;2024-03-23;Sim
12455;Raquel Rodrigues;21;F;76.1.697.887-80;SP;Santos Grande;Sudeste;0.5;Arrojado;3953061.94;0.06;0.01;0.18;0.08;0.26;0.01;21392.2;2014-01-10;2020-07-25;S
12456;Sr. Felipe Santos;74;M;83.5.307.300-50;AM;Mendes;Norte;11.0;Moderado;701250.53;0.28;0.23;0.04;0.08;0.07;0.14;3171.45;2021-04-30;2031-03-05;S
12457;Lucas Lima;57;F;88.1.522.813-60;RJ;da Cunha;Sudeste;7.7;Conservador;101679.65;0.36;0.19;0.2;0.07;0.03;0.26;425.87;2023-09-06;2031-06-02;N
12458;Maria Moraes;52;M;91.9.217.742-58;SP;Porto da Praia;Sudeste;5.8;Arrojado;4773028.22;0.26;0.27;0.27;0.12;0.17;0.09;19551.56;2024-01-26;2035-01-13;N
12459;Yuri Souza;30;F;30.1.845.240-24;RJ;Moreira;Sudeste;8.6;Moderado;331415.29;0.03;0.08;0.14;0.03;0.12;0.17;2568.15;2015-12-18;2024-12-30;N
12460;Isabel Fernandes;41;;79.3.782.469-74;SP;da Mota;Sudeste;6.4;Conservador;170763.02;0.45;0.24;0.35;0.04;0.07;0.44;819.32;2011-03-04;2017-11-17;Não
12461;Alice Ribeiro;48;N;45.9.508.627-08;SP;Fernandes de Goiás;Sudeste;9.1;Moderado;465150.5;0.22;0.39;0.12;0.03;0.16;0.17;1994.08;2024-02-13;2031-10-19;Não
12462;Luiza Costela;44;M;13.2.094.617-83;PR;da Mata;Sul;10.3;Moderado;383660.29;0.25;0.38;0.14;0.0;0.01;0.14;1735.96;2012-10-22;2023-11-12;Sim
12463;Diego Costa;74;N;50.8.156.036-73;PR;Duarte;noredeste;0.1;Conservador;146264.83;0.2;0.35;0.21;0.04;0.15;0.42;817.12;2023-06-18;2025-04-19;
12464;Sra. Mirella Alves;46;M;34.0.749.186-76;SP;da Costa;Sudeste;3.2;Conservador;26254.88;0.43;0.38;0.07;0.03;0.01;0.26;217.0;2022-03-06;2029-04-12;Sim
12465;Olivia Cunha;59;N;31.2.379.709-03;CE;Caldeira de da Mata;Nordeste;13.0;Arrojado;3931652.77;0.26;0.56;0.4;0.22;0.29;0.08;35364.25;2021-06-08;2033-02-23;N
12466;Sra. Alice Caldeira;31;N;72.5.843.646-46;SP;Cunha do Norte;Sudeste;2.3;Arrojado;5218977.66;0.29;0.3;0.29;0.33;0.09;0.03;48390.12;2022-02-14;2033-01-14;
12467;Antônio Souza;49;F;45.1.224.295-37;SP;Cavalcanti do Sul;Sudeste;12.0;Arrrojado;7650991.28;0.26;0.05;0.02;0.01;0.12;0.05;67702.02;2017-11-04;2029-06-11;Não
12468;Sophie Sales;68;;71.6.247.174-97;SP;Rezende de Mendes;Sudeste;2.3;Moderado;857409.79;0.25;0.32;0.2;0.02;0.04;0.13;4237.03;2024-05-30;2030-07-19;Não
12469;Felipe Vieira;39;F;28.3.511.420-34;SP;da Mota do Amparo;Sudeste;3.4;Arrojado;3737389.7;0.11;0.06;0.35;0.02;0.07;0.05;36406.36;2013-11-02;2013-08-25;S
12470;João Gonçalves;61;Outro;19.1.014.272-70;SP;Correia;Sudeste;9.7;Arrojado;3408516.97;0.05;0.58;0.21;0.04;0.04;0.16;14736.74;2018-08-23;2031-03-19;Não
12471;Helena Ribeiro;47;Outro;29.4.868.935-00;SP;da Cunha;Sudeste;8.1;Arrojado;7346438.67;0.12;0.06;0.25;0.17;0.19;0.09;38391.44;2018-02-28;2019-04-27;S
12472;Dra. Alexia Fogaça;56;F;84.2.692.246-57;PR;Novaes;Sul;3.2;Conservador;169568.51;0.59;0.37;0.33;0.05;0.01;0.33;758.54;2019-05-25;2029-02-11;
12473;Leonardo Gonçalves;71;F;20.2.494.654-26;RS;da Rosa;Sul;9.3;Conservador;131955.51;0.15;0.39;0.4;0.03;0.04;0.05;832.1;2020-11-17;2022-07-11;Não
12474;Vitor Hugo Teixeira;47;M;55.4.997.933-01;SP;Carvalho Verde;Sudeste;9.8;Conservador;55527.28;0.18;0.02;0.06;0.02;0.02;0.06;290.91;2020-01-26;2022-11-19;N
12475;Ana Beatriz Teixeira;25;F;81.7.759.648-92;SP;Ribeiro;Sudeste;11.7;Conservador;182121.47;0.25;0.12;0.06;0.03;0.03;0.46;600.58;2012-01-17;2020-01-04;
12476;Dr. Samuel Costela;26;;10.8.424.173-03;MG;Lopes de da Paz;Sudeste;5.2;Conservador;178395.13;0.69;0.27;0.02;0.03;0.03;0.03;398.71;2015-09-25;2019-12-29;Atv
12477;Antônio Fernandes;38;N;73.5.690.598-12;SP;Azevedo;cntro-oeste;4.2;Moderado;551149.92;0.15;0.07;0.3;0.07;0.05;0.07;2639.47;2019-01-27;2022-02-10;Atv
12478;Srta. Clarice Nogueira;18;M;02.7.484.184-33;MG;Nascimento;Sudeste;12.6;Conservador;38203.22;0.62;0.13;0.17;0.04;0.04;0.41;267.86;2013-08-02;2020-12-26;N
12479;Bernardo Novaes;59;N;00.1.699.480-99;SP;Rodrigues;Sudeste;13.7;Moderado;282927.15;0.04;0.34;0.13;0.02;0.02;0.12;1454.3;2015-07-06;2018-05-28;Sim
